path,locale,kind,id,index_policy,in_sitemap,hreflang_group,notes
"/kk/blog/ai-marketpleisterge-satushylaryna-komek-korsetedi","kk","blog","blog_006","index","yes","blog-blog_006-triad",""
"/ru/blog/product-photo-mistakes-that-hurt-sales","ru","blog","blog_007","index","yes","blog-blog_007-triad",""
"/en/blog/product-photo-mistakes-that-hurt-sales","en","blog","blog_007","index","yes","blog-blog_007-triad",""
"/kk/blog/tauar-fotosynyn-satu-tusiretin-katelikteri","kk","blog","blog_007","index","yes","blog-blog_007-triad",""
"/ru/blog/kak-proverit-ai-foto-pered-publikatsiey","ru","blog","blog_008","index","yes","blog-blog_008-ruen",""
"/en/blog/how-to-review-ai-product-photos-before-publishing","en","blog","blog_008","index","yes","blog-blog_008-ruen",""
"/ru/blog/why-ai-can-change-a-product-and-how-to-reduce-it","ru","blog","blog_009","index","yes","blog-blog_009-triad",""
"/en/blog/why-ai-can-change-a-product-and-how-to-reduce-it","en","blog","blog_009","index","yes","blog-blog_009-triad",""
"/kk/blog/ai-nege-tauardy-ozgertedi","kk","blog","blog_009","index","yes","blog-blog_009-triad",""
"/ru/blog/how-to-preserve-product-color-and-shape-in-ai-photos","ru","blog","blog_010","index","yes","blog-blog_010-triad",""
"/en/blog/how-to-preserve-product-color-and-shape-in-ai-photos","en","blog","blog_010","index","yes","blog-blog_010-triad",""
"/kk/blog/ai-fotoda-tus-pishindi-saktau","kk","blog","blog_010","index","yes","blog-blog_010-triad",""
"/ru/blog/kak-sdelat-foto-odezhdy-na-modeli","ru","blog","blog_011","index","yes","blog-blog_011-triad",""
"/en/blog/how-to-create-clothing-photos-on-a-model","en","blog","blog_011","index","yes","blog-blog_011-triad",""
"/kk/blog/kiim-ai-model-fotosy","kk","blog","blog_011","index","yes","blog-blog_011-triad",""
"/ru/blog/kak-perenesti-odezhdu-na-ai-model","ru","blog","blog_012","index","yes","blog-blog_012-triad",""
"/en/blog/how-to-place-clothing-on-an-ai-model","en","blog","blog_012","index","yes","blog-blog_012-triad",""
"/kk/blog/kiimdi-ai-modelge-kiyu","kk","blog","blog_012","index","yes","blog-blog_012-triad",""
"/ru/blog/foto-belya-na-ai-modeli","ru","blog","blog_016","index","yes","blog-blog_016-triad",""
"/en/blog/lingerie-photos-on-an-ai-model","en","blog","blog_016","index","yes","blog-blog_016-triad",""
"/kk/blog/ish-kiyim-ai-model-fotosy","kk","blog","blog_016","index","yes","blog-blog_016-triad",""
"/ru/blog/how-to-create-a-clothing-catalog-without-a-photoshoot","ru","blog","blog_019","index","yes","blog-blog_019-ruen",""
"/en/blog/how-to-create-a-clothing-catalog-without-a-photoshoot","en","blog","blog_019","index","yes","blog-blog_019-ruen",""
"/ru/blog/how-to-prepare-clothing-photos-for-ai-try-on","ru","blog","blog_020","index","yes","blog-blog_020-triad",""
"/en/blog/how-to-prepare-clothing-photos-for-ai-try-on","en","blog","blog_020","index","yes","blog-blog_020-triad",""
"/kk/blog/ai-primerka-ushin-kiim-fotosyn-dayandau","kk","blog","blog_020","index","yes","blog-blog_020-triad",""
"/ru/blog/foto-bizhuterii-dlya-marketpleysa","ru","blog","blog_021","index","yes","blog-blog_021-ruen",""
"/en/blog/how-to-create-jewelry-product-photos-for-a-marketplace","en","blog","blog_021","index","yes","blog-blog_021-ruen",""
"/ru/blog/how-to-prepare-bag-photos-for-a-marketplace","ru","blog","blog_029","index","yes","blog-blog_029-ruen",""
"/en/blog/how-to-prepare-bag-photos-for-a-marketplace","en","blog","blog_029","index","yes","blog-blog_029-ruen",""
"/ru/blog/kak-sdelat-foto-obuvi-dlya-kartochki-tovara","ru","blog","blog_030","index","yes","blog-blog_030-ruen",""
"/en/blog/how-to-create-shoe-photos-for-a-product-card","en","blog","blog_030","index","yes","blog-blog_030-ruen",""
"/ru/blog/foto-tovarov-dlya-kaspi","ru","blog","blog_031","index","yes","blog-blog_031-triad",""
"/en/blog/product-photos-for-kaspi","en","blog","blog_031","index","yes","blog-blog_031-triad",""
"/kk/blog/kaspi-ushin-onim-fotosy","kk","blog","blog_031","index","yes","blog-blog_031-triad",""
"/ru/blog/foto-tovarov-dlya-wildberries","ru","blog","blog_032","index","yes","blog-blog_032-ruen",""
"/en/blog/product-photos-for-wildberries","en","blog","blog_032","index","yes","blog-blog_032-ruen",""
"/ru/blog/foto-tovarov-dlya-ozon","ru","blog","blog_033","index","yes","blog-blog_033-ruen",""
"/en/blog/product-photos-for-ozon","en","blog","blog_033","index","yes","blog-blog_033-ruen",""
"/ru/blog/product-photos-for-ebay","ru","blog","blog_034","index","yes","blog-blog_034-ruen",""
"/en/blog/product-photos-for-ebay","en","blog","blog_034","index","yes","blog-blog_034-ruen",""
"/ru/blog/product-photos-for-amazon","ru","blog","blog_035","index","yes","blog-blog_035-ruen",""
"/en/blog/product-photos-for-amazon","en","blog","blog_035","index","yes","blog-blog_035-ruen",""
"/ru/blog/product-photos-for-etsy","ru","blog","blog_036","index","yes","blog-blog_036-ruen",""
"/en/blog/product-photos-for-etsy","en","blog","blog_036","index","yes","blog-blog_036-ruen",""
"/ru/blog/kak-sdelat-reels-iz-foto-tovara","ru","blog","blog_047","index","yes","blog-blog_047-ruen",""
"/en/blog/how-to-make-reels-from-a-product-photo","en","blog","blog_047","index","yes","blog-blog_047-ruen",""
"/ru/blog/kak-sdelat-video-tovara-iz-fotografii","ru","blog","blog_048","index","yes","blog-blog_048-ruen",""
"/en/blog/how-to-create-a-product-video-from-a-photo","en","blog","blog_048","index","yes","blog-blog_048-ruen",""
"/ru/blog/how-to-prepare-product-photos-for-instagram","ru","blog","blog_049","index","yes","blog-blog_049-ruen",""
"/en/blog/how-to-prepare-product-photos-for-instagram","en","blog","blog_049","index","yes","blog-blog_049-ruen",""
"/ru/blog/how-marketplace-managers-can-speed-up-content","ru","blog","blog_055","index","yes","blog-blog_055-ruen",""
"/en/blog/how-marketplace-managers-can-speed-up-content","en","blog","blog_055","index","yes","blog-blog_055-ruen",""
"/ru/blog/when-ai-product-photos-are-better-than-a-photoshoot","ru","blog","blog_060","index","yes","blog-blog_060-ruen",""
"/en/blog/when-ai-product-photos-are-better-than-a-photoshoot","en","blog","blog_060","index","yes","blog-blog_060-ruen",""
"/ru/blog/when-ai-product-photos-are-not-a-fit","ru","blog","blog_061","index","yes","blog-blog_061-triad",""
"/en/blog/when-ai-product-photos-are-not-a-fit","en","blog","blog_061","index","yes","blog-blog_061-triad",""
"/kk/blog/ai-tauar-fotosy-kashan-sajkes-kelmeidi","kk","blog","blog_061","index","yes","blog-blog_061-triad",""
"/ru/blog/how-to-check-the-quality-of-ai-product-cards","ru","blog","blog_063","index","yes","blog-blog_063-triad",""
"/en/blog/how-to-check-the-quality-of-ai-product-cards","en","blog","blog_063","index","yes","blog-blog_063-triad",""
"/kk/blog/ai-kartochka-sapasyn-tekseru","kk","blog","blog_063","index","yes","blog-blog_063-triad",""
"/ru/blog/kak-udalit-fon-s-foto-tovara","ru","blog","blog_064","index","yes","blog-blog_064-triad",""
"/en/blog/how-to-remove-the-background-from-a-product-photo","en","blog","blog_064","index","yes","blog-blog_064-triad",""
"/kk/blog/onim-fonyn-alu","kk","blog","blog_064","index","yes","blog-blog_064-triad",""
"/ru/blog/kak-zamenit-fon-u-tovara","ru","blog","blog_065","index","yes","blog-blog_065-ruen",""
"/en/blog/how-to-replace-a-product-background","en","blog","blog_065","index","yes","blog-blog_065-ruen",""
"/ru/blog/how-to-remove-unwanted-objects-from-a-product-photo","ru","blog","blog_067","index","yes","blog-blog_067-ruen",""
"/en/blog/how-to-remove-unwanted-objects-from-a-product-photo","en","blog","blog_067","index","yes","blog-blog_067-ruen",""
"/ru/blog/ai-foto-ili-fotosessiya-chto-vybrat","ru","blog","blog_074","index","yes","blog-blog_074-ruen",""
"/en/blog/ai-product-photos-or-a-photoshoot-what-to-choose","en","blog","blog_074","index","yes","blog-blog_074-ruen",""
"/ru/blog/product-shot-or-clothing-on-model","ru","blog","blog_075","index","yes","blog-blog_075-ruen",""
"/en/blog/product-shot-or-clothing-on-model","en","blog","blog_075","index","yes","blog-blog_075-ruen",""
"/ru/blog/ai-model-or-real-model","ru","blog","blog_077","index","yes","blog-blog_077-triad",""
"/en/blog/ai-model-or-real-model","en","blog","blog_077","index","yes","blog-blog_077-triad",""
"/kk/blog/ai-model-zhane-shyn-model","kk","blog","blog_077","index","yes","blog-blog_077-triad",""
"/ru/blog/how-to-write-a-prompt-for-product-photography","ru","blog","blog_094","index","yes","blog-blog_094-ruen",""
"/en/blog/how-to-write-a-prompt-for-product-photography","en","blog","blog_094","index","yes","blog-blog_094-ruen",""
"/ru/blog/how-to-describe-a-model-for-clothing-photos","ru","blog","blog_096","index","yes","blog-blog_096-ruen",""
"/en/blog/how-to-describe-a-model-for-clothing-photos","en","blog","blog_096","index","yes","blog-blog_096-ruen",""
"/ru/blog/kak-zastavit-ai-sohranit-tovar","ru","blog","blog_098","index","yes","blog-blog_098-ruen",""
"/en/blog/how-to-make-ai-preserve-the-product","en","blog","blog_098","index","yes","blog-blog_098-ruen",""
"/ru/examples","ru","examples-hub","examples","noindex","no","","scaffold"
"/ru/examples/","ru","examples","","noindex","no","","scaffold"
"/ru/examples/product-photos","ru","examples","product-photos","noindex","no","","scaffold"
"/ru/examples/clothing-on-model","ru","examples","clothing-on-model","noindex","no","","scaffold"
"/ru/examples/background-removal","ru","examples","background-removal","noindex","no","","scaffold"
"/ru/examples/kaspi-product-cards","ru","examples","kaspi-product-cards","noindex","no","","scaffold"
"/ru/examples/lingerie-on-ai-model","ru","examples","lingerie-on-ai-model","noindex","no","","scaffold"
"/en/examples","en","examples-hub","examples","noindex","no","","scaffold"
"/en/examples/","en","examples","","noindex","no","","scaffold"
"/en/examples/product-photos","en","examples","product-photos","noindex","no","","scaffold"
"/en/examples/clothing-on-model","en","examples","clothing-on-model","noindex","no","","scaffold"
"/en/examples/background-removal","en","examples","background-removal","noindex","no","","scaffold"
"/en/examples/kaspi-product-cards","en","examples","kaspi-product-cards","noindex","no","","scaffold"
"/en/examples/lingerie-on-ai-model","en","examples","lingerie-on-ai-model","noindex","no","","scaffold"
"/kk/examples","kk","examples-hub","examples","noindex","no","","scaffold"
"/kk/examples/","kk","examples","","noindex","no","","scaffold"
"/kk/examples/kaspi-product-cards","kk","examples","kaspi-product-cards","noindex","no","","scaffold"
"/kk/examples/clothing-on-model","kk","examples","clothing-on-model","noindex","no","","scaffold"
"/ru/platforms/kaspi-foto-tovarov","ru","platform","kaspi","index","yes","platform-kaspi",""
"/en/platforms/kaspi-product-photos","en","platform","kaspi","index","yes","platform-kaspi",""
"/kk/platforms/kaspi-product-photos","kk","platform","kaspi","noindex-needs_review","no","platform-kaspi",""
"/ru/platforms/wildberries-foto-tovarov","ru","platform","wildberries","index","yes","platform-wildberries",""
"/en/platforms/wildberries-product-photos","en","platform","wildberries","index","yes","platform-wildberries",""
"/kk/platforms/wildberries-product-photos","kk","platform","wildberries","noindex-needs_review","no","platform-wildberries",""
"/ru/platforms/ozon-foto-tovarov","ru","platform","ozon","index","yes","platform-ozon",""
"/en/platforms/ozon-product-photos","en","platform","ozon","index","yes","platform-ozon",""
"/kk/platforms/ozon-product-photos","kk","platform","ozon","noindex-needs_review","no","platform-ozon",""
"/ru/platforms/ebay-foto-tovarov","ru","platform","ebay","index","yes","platform-ebay",""
"/en/platforms/ebay-product-photos","en","platform","ebay","index","yes","platform-ebay",""
"/kk/platforms/ebay-product-photos","kk","platform","ebay","noindex-needs_review","no","platform-ebay",""
"/ru/platforms/amazon-foto-tovarov","ru","platform","amazon","index","yes","platform-amazon",""
"/en/platforms/amazon-product-photos","en","platform","amazon","index","yes","platform-amazon",""
"/kk/platforms/amazon-product-photos","kk","platform","amazon","noindex-needs_review","no","platform-amazon",""
"/ru/platforms/etsy-foto-tovarov","ru","platform","etsy","index","yes","platform-etsy",""
"/en/platforms/etsy-product-photos","en","platform","etsy","index","yes","platform-etsy",""
"/kk/platforms/etsy-product-photos","kk","platform","etsy","noindex-needs_review","no","platform-etsy",""
"/ru/platforms/shopify-foto-tovarov","ru","platform","shopify","index","yes","platform-shopify",""
"/en/platforms/shopify-product-photos","en","platform","shopify","index","yes","platform-shopify",""
"/kk/platforms/shopify-product-photos","kk","platform","shopify","noindex-needs_review","no","platform-shopify",""
"/ru/platforms/instagram-shop-foto-tovarov","ru","platform","instagram-shop","index","yes","platform-instagram-shop",""
"/en/platforms/instagram-shop-product-photos","en","platform","instagram-shop","index","yes","platform-instagram-shop",""
"/kk/platforms/instagram-shop-product-photos","kk","platform","instagram-shop","noindex-needs_review","no","platform-instagram-shop",""
"/ru/platforms/tiktok-shop-foto-tovarov","ru","platform","tiktok-shop","index","yes","platform-tiktok-shop",""
"/en/platforms/tiktok-shop-product-photos","en","platform","tiktok-shop","index","yes","platform-tiktok-shop",""
"/kk/platforms/tiktok-shop-product-photos","kk","platform","tiktok-shop","noindex-needs_review","no","platform-tiktok-shop",""
"/ru/platforms/facebook-marketplace-foto-tovarov","ru","platform","facebook-marketplace","index","yes","platform-facebook-marketplace",""
"/en/platforms/facebook-marketplace-product-photos","en","platform","facebook-marketplace","index","yes","platform-facebook-marketplace",""
"/kk/platforms/facebook-marketplace-product-photos","kk","platform","facebook-marketplace","noindex-needs_review","no","platform-facebook-marketplace",""
"/ru/platforms/olx-foto-tovarov","ru","platform","olx","index","yes","platform-olx",""
"/en/platforms/olx-product-photos","en","platform","olx","index","yes","platform-olx",""
"/kk/platforms/olx-product-photos","kk","platform","olx","noindex-needs_review","no","platform-olx",""
"/ru/platforms/aliexpress-foto-tovarov","ru","platform","aliexpress","index","yes","platform-aliexpress",""
"/en/platforms/aliexpress-product-photos","en","platform","aliexpress","index","yes","platform-aliexpress",""
"/kk/platforms/aliexpress-product-photos","kk","platform","aliexpress","noindex-needs_review","no","platform-aliexpress",""
"/ru/platforms/temu-foto-tovarov","ru","platform","temu","index","yes","platform-temu",""
"/en/platforms/temu-product-photos","en","platform","temu","index","yes","platform-temu",""
"/kk/platforms/temu-product-photos","kk","platform","temu","noindex-needs_review","no","platform-temu",""
"/ru/use-cases/odezhda-na-ai-modeli","ru","use-case","clothing-on-model","index","yes","usecase-clothing-on-model",""
"/en/use-cases/clothing-on-ai-model","en","use-case","clothing-on-model","index","yes","usecase-clothing-on-model",""
"/kk/use-cases/clothing-on-ai-model","kk","use-case","clothing-on-model","noindex-needs_review","no","usecase-clothing-on-model",""
"/ru/use-cases/bele-na-ai-modeli","ru","use-case","lingerie-on-ai-model","index","yes","usecase-lingerie-on-ai-model",""
"/en/use-cases/lingerie-on-ai-model","en","use-case","lingerie-on-ai-model","index","yes","usecase-lingerie-on-ai-model",""
"/kk/use-cases/lingerie-on-ai-model","kk","use-case","lingerie-on-ai-model","noindex-needs_review","no","usecase-lingerie-on-ai-model",""
"/ru/use-cases/plus-size-model-foto","ru","use-case","plus-size-model-photos","index","yes","usecase-plus-size-model-photos",""
"/en/use-cases/plus-size-model-photos","en","use-case","plus-size-model-photos","index","yes","usecase-plus-size-model-photos",""
"/kk/use-cases/plus-size-model-photos","kk","use-case","plus-size-model-photos","noindex-needs_review","no","usecase-plus-size-model-photos",""
"/ru/use-cases/foto-bizhuterii","ru","use-case","jewelry-product-photos","index","yes","usecase-jewelry-product-photos",""
"/en/use-cases/jewelry-product-photos","en","use-case","jewelry-product-photos","index","yes","usecase-jewelry-product-photos",""
"/kk/use-cases/jewelry-product-photos","kk","use-case","jewelry-product-photos","noindex-needs_review","no","usecase-jewelry-product-photos",""
"/ru/use-cases/foto-obuvi","ru","use-case","shoes-product-photos","index","yes","usecase-shoes-product-photos",""
"/en/use-cases/shoes-product-photos","en","use-case","shoes-product-photos","index","yes","usecase-shoes-product-photos",""
"/kk/use-cases/shoes-product-photos","kk","use-case","shoes-product-photos","noindex-needs_review","no","usecase-shoes-product-photos",""
"/ru/use-cases/foto-sumok","ru","use-case","bags-product-photos","index","yes","usecase-bags-product-photos",""
"/en/use-cases/bags-product-photos","en","use-case","bags-product-photos","index","yes","usecase-bags-product-photos",""
"/kk/use-cases/bags-product-photos","kk","use-case","bags-product-photos","noindex-needs_review","no","usecase-bags-product-photos",""
"/ru/use-cases/foto-kosmetiki","ru","use-case","cosmetics-product-photos","index","yes","usecase-cosmetics-product-photos",""
"/en/use-cases/cosmetics-product-photos","en","use-case","cosmetics-product-photos","index","yes","usecase-cosmetics-product-photos",""
"/kk/use-cases/cosmetics-product-photos","kk","use-case","cosmetics-product-photos","noindex-needs_review","no","usecase-cosmetics-product-photos",""
"/ru/use-cases/belyy-fon-dlya-marketpleysa","ru","use-case","marketplace-white-background","index","yes","usecase-marketplace-white-background",""
"/en/use-cases/marketplace-white-background","en","use-case","marketplace-white-background","index","yes","usecase-marketplace-white-background",""
"/kk/use-cases/marketplace-white-background","kk","use-case","marketplace-white-background","noindex-needs_review","no","usecase-marketplace-white-background",""
"/ru/use-cases/foto-tovara-dlya-instagram","ru","use-case","instagram-product-photos","index","yes","usecase-instagram-product-photos",""
"/en/use-cases/instagram-product-photos","en","use-case","instagram-product-photos","index","yes","usecase-instagram-product-photos",""
"/kk/use-cases/instagram-product-photos","kk","use-case","instagram-product-photos","noindex-needs_review","no","usecase-instagram-product-photos",""
"/ru/use-cases/video-tovara-iz-foto","ru","use-case","product-video-from-photo","index","yes","usecase-product-video-from-photo",""
"/en/use-cases/product-video-from-photo","en","use-case","product-video-from-photo","index","yes","usecase-product-video-from-photo",""
"/kk/use-cases/product-video-from-photo","kk","use-case","product-video-from-photo","noindex-needs_review","no","usecase-product-video-from-photo",""
"/ru/use-cases/reels-iz-foto-tovara","ru","use-case","reels-from-product-image","index","yes","usecase-reels-from-product-image",""
"/en/use-cases/reels-from-product-image","en","use-case","reels-from-product-image","index","yes","usecase-reels-from-product-image",""
"/kk/use-cases/reels-from-product-image","kk","use-case","reels-from-product-image","noindex-needs_review","no","usecase-reels-from-product-image",""
"/ru/use-cases/ai-zamena-fona","ru","use-case","ai-background-replacement","index","yes","usecase-ai-background-replacement",""
"/en/use-cases/ai-background-replacement","en","use-case","ai-background-replacement","index","yes","usecase-ai-background-replacement",""
"/kk/use-cases/ai-background-replacement","kk","use-case","ai-background-replacement","noindex-needs_review","no","usecase-ai-background-replacement",""
"/ru/use-cases/ochistka-tovarnogo-foto","ru","use-case","product-photo-cleanup","index","yes","usecase-product-photo-cleanup",""
"/en/use-cases/product-photo-cleanup","en","use-case","product-photo-cleanup","index","yes","usecase-product-photo-cleanup",""
"/kk/use-cases/product-photo-cleanup","kk","use-case","product-photo-cleanup","noindex-needs_review","no","usecase-product-photo-cleanup",""
"/ru/use-cases/tochnaya-tovarnaya-kartochka","ru","use-case","exact-product-card","index","yes","usecase-exact-product-card",""
"/en/use-cases/exact-product-card","en","use-case","exact-product-card","index","yes","usecase-exact-product-card",""
"/kk/use-cases/exact-product-card","kk","use-case","exact-product-card","noindex-needs_review","no","usecase-exact-product-card",""
"/ru/use-cases/kreativnaya-scena-tovara","ru","use-case","creative-product-scene","index","yes","usecase-creative-product-scene",""
"/en/use-cases/creative-product-scene","en","use-case","creative-product-scene","index","yes","usecase-creative-product-scene",""
"/kk/use-cases/creative-product-scene","kk","use-case","creative-product-scene","noindex-needs_review","no","usecase-creative-product-scene",""
"/ru/use-cases/foto-dlya-ecommerce-kataloga","ru","use-case","ecommerce-catalog-photos","index","yes","usecase-ecommerce-catalog-photos",""
"/en/use-cases/ecommerce-catalog-photos","en","use-case","ecommerce-catalog-photos","index","yes","usecase-ecommerce-catalog-photos",""
"/kk/use-cases/ecommerce-catalog-photos","kk","use-case","ecommerce-catalog-photos","noindex-needs_review","no","usecase-ecommerce-catalog-photos",""
"/ru/use-cases/foto-kataloga-postavshchika","ru","use-case","supplier-catalog-photos","index","yes","usecase-supplier-catalog-photos",""
"/en/use-cases/supplier-catalog-photos","en","use-case","supplier-catalog-photos","index","yes","usecase-supplier-catalog-photos",""
"/kk/use-cases/supplier-catalog-photos","kk","use-case","supplier-catalog-photos","noindex-needs_review","no","usecase-supplier-catalog-photos",""
"/ru/use-cases/foto-tovarov-shouruma","ru","use-case","showroom-product-photos","index","yes","usecase-showroom-product-photos",""
"/en/use-cases/showroom-product-photos","en","use-case","showroom-product-photos","index","yes","usecase-showroom-product-photos",""
"/kk/use-cases/showroom-product-photos","kk","use-case","showroom-product-photos","noindex-needs_review","no","usecase-showroom-product-photos",""
"/ru/use-cases/tovarnye-foto-dlya-malogo-biznesa","ru","use-case","small-business-product-photos","index","yes","usecase-small-business-product-photos",""
"/en/use-cases/small-business-product-photos","en","use-case","small-business-product-photos","index","yes","usecase-small-business-product-photos",""
"/kk/use-cases/small-business-product-photos","kk","use-case","small-business-product-photos","noindex-needs_review","no","usecase-small-business-product-photos",""
"/ru/use-cases/workflow-kontent-menedzhera","ru","use-case","marketplace-content-manager-workflow","index","yes","usecase-marketplace-content-manager-workflow",""
"/en/use-cases/marketplace-content-manager-workflow","en","use-case","marketplace-content-manager-workflow","index","yes","usecase-marketplace-content-manager-workflow",""
"/kk/use-cases/marketplace-content-manager-workflow","kk","use-case","marketplace-content-manager-workflow","noindex-needs_review","no","usecase-marketplace-content-manager-workflow",""
