route,locale,matrix_status,translation_status,coverage
/tg/use-cases/marketplace-white-background,tg,machine draft,needs_review,machine draft
/tr/use-cases/marketplace-white-background,tr,machine draft,needs_review,machine draft
/az/use-cases/marketplace-white-background,az,machine draft,needs_review,machine draft
/ar/use-cases/marketplace-white-background,ar,machine draft,needs_review,machine draft
/es/use-cases/marketplace-white-background,es,machine draft,needs_review,machine draft
/pt/use-cases/marketplace-white-background,pt,machine draft,needs_review,machine draft
/fr/use-cases/marketplace-white-background,fr,machine draft,needs_review,machine draft
/de/use-cases/marketplace-white-background,de,machine draft,needs_review,machine draft
/it/use-cases/marketplace-white-background,it,machine draft,needs_review,machine draft
/pl/use-cases/marketplace-white-background,pl,machine draft,needs_review,machine draft
/uk/use-cases/marketplace-white-background,uk,machine draft,needs_review,machine draft
/hi/use-cases/marketplace-white-background,hi,machine draft,needs_review,machine draft
/id/use-cases/marketplace-white-background,id,machine draft,needs_review,machine draft
/vi/use-cases/marketplace-white-background,vi,machine draft,needs_review,machine draft
/zh/use-cases/marketplace-white-background,zh,machine draft,needs_review,machine draft
/ru/use-cases/foto-tovara-dlya-instagram,ru,complete,published,complete
/en/use-cases/instagram-product-photos,en,complete,published,complete
/kk/use-cases/instagram-product-photos,kk,machine draft,needs_review,machine draft
/ky/use-cases/instagram-product-photos,ky,machine draft,needs_review,machine draft
/uz/use-cases/instagram-product-photos,uz,machine draft,needs_review,machine draft
/tg/use-cases/instagram-product-photos,tg,machine draft,needs_review,machine draft
/tr/use-cases/instagram-product-photos,tr,machine draft,needs_review,machine draft
/az/use-cases/instagram-product-photos,az,machine draft,needs_review,machine draft
/ar/use-cases/instagram-product-photos,ar,machine draft,needs_review,machine draft
/es/use-cases/instagram-product-photos,es,machine draft,needs_review,machine draft
/pt/use-cases/instagram-product-photos,pt,machine draft,needs_review,machine draft
/fr/use-cases/instagram-product-photos,fr,machine draft,needs_review,machine draft
/de/use-cases/instagram-product-photos,de,machine draft,needs_review,machine draft
/it/use-cases/instagram-product-photos,it,machine draft,needs_review,machine draft
/pl/use-cases/instagram-product-photos,pl,machine draft,needs_review,machine draft
/uk/use-cases/instagram-product-photos,uk,machine draft,needs_review,machine draft
/hi/use-cases/instagram-product-photos,hi,machine draft,needs_review,machine draft
/id/use-cases/instagram-product-photos,id,machine draft,needs_review,machine draft
/vi/use-cases/instagram-product-photos,vi,machine draft,needs_review,machine draft
/zh/use-cases/instagram-product-photos,zh,machine draft,needs_review,machine draft
/ru/use-cases/video-tovara-iz-foto,ru,complete,published,complete
/en/use-cases/product-video-from-photo,en,complete,published,complete
/kk/use-cases/product-video-from-photo,kk,machine draft,needs_review,machine draft
/ky/use-cases/product-video-from-photo,ky,machine draft,needs_review,machine draft
/uz/use-cases/product-video-from-photo,uz,machine draft,needs_review,machine draft
/tg/use-cases/product-video-from-photo,tg,machine draft,needs_review,machine draft
/tr/use-cases/product-video-from-photo,tr,machine draft,needs_review,machine draft
/az/use-cases/product-video-from-photo,az,machine draft,needs_review,machine draft
/ar/use-cases/product-video-from-photo,ar,machine draft,needs_review,machine draft
/es/use-cases/product-video-from-photo,es,machine draft,needs_review,machine draft
/pt/use-cases/product-video-from-photo,pt,machine draft,needs_review,machine draft
/fr/use-cases/product-video-from-photo,fr,machine draft,needs_review,machine draft
/de/use-cases/product-video-from-photo,de,machine draft,needs_review,machine draft
/it/use-cases/product-video-from-photo,it,machine draft,needs_review,machine draft
/pl/use-cases/product-video-from-photo,pl,machine draft,needs_review,machine draft
/uk/use-cases/product-video-from-photo,uk,machine draft,needs_review,machine draft
/hi/use-cases/product-video-from-photo,hi,machine draft,needs_review,machine draft
/id/use-cases/product-video-from-photo,id,machine draft,needs_review,machine draft
/vi/use-cases/product-video-from-photo,vi,machine draft,needs_review,machine draft
/zh/use-cases/product-video-from-photo,zh,machine draft,needs_review,machine draft
/ru/use-cases/reels-iz-foto-tovara,ru,complete,published,complete
/en/use-cases/reels-from-product-image,en,complete,published,complete
/kk/use-cases/reels-from-product-image,kk,machine draft,needs_review,machine draft
/ky/use-cases/reels-from-product-image,ky,machine draft,needs_review,machine draft
/uz/use-cases/reels-from-product-image,uz,machine draft,needs_review,machine draft
/tg/use-cases/reels-from-product-image,tg,machine draft,needs_review,machine draft
/tr/use-cases/reels-from-product-image,tr,machine draft,needs_review,machine draft
/az/use-cases/reels-from-product-image,az,machine draft,needs_review,machine draft
/ar/use-cases/reels-from-product-image,ar,machine draft,needs_review,machine draft
/es/use-cases/reels-from-product-image,es,machine draft,needs_review,machine draft
/pt/use-cases/reels-from-product-image,pt,machine draft,needs_review,machine draft
/fr/use-cases/reels-from-product-image,fr,machine draft,needs_review,machine draft
/de/use-cases/reels-from-product-image,de,machine draft,needs_review,machine draft
/it/use-cases/reels-from-product-image,it,machine draft,needs_review,machine draft
/pl/use-cases/reels-from-product-image,pl,machine draft,needs_review,machine draft
/uk/use-cases/reels-from-product-image,uk,machine draft,needs_review,machine draft
/hi/use-cases/reels-from-product-image,hi,machine draft,needs_review,machine draft
/id/use-cases/reels-from-product-image,id,machine draft,needs_review,machine draft
/vi/use-cases/reels-from-product-image,vi,machine draft,needs_review,machine draft
/zh/use-cases/reels-from-product-image,zh,machine draft,needs_review,machine draft
/ru/use-cases/ai-zamena-fona,ru,complete,published,complete
/en/use-cases/ai-background-replacement,en,complete,published,complete
/kk/use-cases/ai-background-replacement,kk,machine draft,needs_review,machine draft
/ky/use-cases/ai-background-replacement,ky,machine draft,needs_review,machine draft
/uz/use-cases/ai-background-replacement,uz,machine draft,needs_review,machine draft
/tg/use-cases/ai-background-replacement,tg,machine draft,needs_review,machine draft
/tr/use-cases/ai-background-replacement,tr,machine draft,needs_review,machine draft
/az/use-cases/ai-background-replacement,az,machine draft,needs_review,machine draft
/ar/use-cases/ai-background-replacement,ar,machine draft,needs_review,machine draft
/es/use-cases/ai-background-replacement,es,machine draft,needs_review,machine draft
/pt/use-cases/ai-background-replacement,pt,machine draft,needs_review,machine draft
/fr/use-cases/ai-background-replacement,fr,machine draft,needs_review,machine draft
/de/use-cases/ai-background-replacement,de,machine draft,needs_review,machine draft
/it/use-cases/ai-background-replacement,it,machine draft,needs_review,machine draft
/pl/use-cases/ai-background-replacement,pl,machine draft,needs_review,machine draft
/uk/use-cases/ai-background-replacement,uk,machine draft,needs_review,machine draft
/hi/use-cases/ai-background-replacement,hi,machine draft,needs_review,machine draft
/id/use-cases/ai-background-replacement,id,machine draft,needs_review,machine draft
/vi/use-cases/ai-background-replacement,vi,machine draft,needs_review,machine draft
/zh/use-cases/ai-background-replacement,zh,machine draft,needs_review,machine draft
/ru/use-cases/ochistka-tovarnogo-foto,ru,complete,published,complete
/en/use-cases/product-photo-cleanup,en,complete,published,complete
/kk/use-cases/product-photo-cleanup,kk,machine draft,needs_review,machine draft
/ky/use-cases/product-photo-cleanup,ky,machine draft,needs_review,machine draft
/uz/use-cases/product-photo-cleanup,uz,machine draft,needs_review,machine draft
/tg/use-cases/product-photo-cleanup,tg,machine draft,needs_review,machine draft
/tr/use-cases/product-photo-cleanup,tr,machine draft,needs_review,machine draft
/az/use-cases/product-photo-cleanup,az,machine draft,needs_review,machine draft
/ar/use-cases/product-photo-cleanup,ar,machine draft,needs_review,machine draft
/es/use-cases/product-photo-cleanup,es,machine draft,needs_review,machine draft
/pt/use-cases/product-photo-cleanup,pt,machine draft,needs_review,machine draft
/fr/use-cases/product-photo-cleanup,fr,machine draft,needs_review,machine draft
/de/use-cases/product-photo-cleanup,de,machine draft,needs_review,machine draft
/it/use-cases/product-photo-cleanup,it,machine draft,needs_review,machine draft
/pl/use-cases/product-photo-cleanup,pl,machine draft,needs_review,machine draft
/uk/use-cases/product-photo-cleanup,uk,machine draft,needs_review,machine draft
/hi/use-cases/product-photo-cleanup,hi,machine draft,needs_review,machine draft
/id/use-cases/product-photo-cleanup,id,machine draft,needs_review,machine draft
/vi/use-cases/product-photo-cleanup,vi,machine draft,needs_review,machine draft
/zh/use-cases/product-photo-cleanup,zh,machine draft,needs_review,machine draft
/ru/use-cases/tochnaya-tovarnaya-kartochka,ru,complete,published,complete
/en/use-cases/exact-product-card,en,complete,published,complete
/kk/use-cases/exact-product-card,kk,machine draft,needs_review,machine draft
/ky/use-cases/exact-product-card,ky,machine draft,needs_review,machine draft
/uz/use-cases/exact-product-card,uz,machine draft,needs_review,machine draft
/tg/use-cases/exact-product-card,tg,machine draft,needs_review,machine draft
/tr/use-cases/exact-product-card,tr,machine draft,needs_review,machine draft
/az/use-cases/exact-product-card,az,machine draft,needs_review,machine draft
/ar/use-cases/exact-product-card,ar,machine draft,needs_review,machine draft
/es/use-cases/exact-product-card,es,machine draft,needs_review,machine draft
/pt/use-cases/exact-product-card,pt,machine draft,needs_review,machine draft
/fr/use-cases/exact-product-card,fr,machine draft,needs_review,machine draft
/de/use-cases/exact-product-card,de,machine draft,needs_review,machine draft
/it/use-cases/exact-product-card,it,machine draft,needs_review,machine draft
/pl/use-cases/exact-product-card,pl,machine draft,needs_review,machine draft
/uk/use-cases/exact-product-card,uk,machine draft,needs_review,machine draft
/hi/use-cases/exact-product-card,hi,machine draft,needs_review,machine draft
/id/use-cases/exact-product-card,id,machine draft,needs_review,machine draft
/vi/use-cases/exact-product-card,vi,machine draft,needs_review,machine draft
/zh/use-cases/exact-product-card,zh,machine draft,needs_review,machine draft
/ru/use-cases/kreativnaya-scena-tovara,ru,complete,published,complete
/en/use-cases/creative-product-scene,en,complete,published,complete
/kk/use-cases/creative-product-scene,kk,machine draft,needs_review,machine draft
/ky/use-cases/creative-product-scene,ky,machine draft,needs_review,machine draft
/uz/use-cases/creative-product-scene,uz,machine draft,needs_review,machine draft
/tg/use-cases/creative-product-scene,tg,machine draft,needs_review,machine draft
/tr/use-cases/creative-product-scene,tr,machine draft,needs_review,machine draft
/az/use-cases/creative-product-scene,az,machine draft,needs_review,machine draft
/ar/use-cases/creative-product-scene,ar,machine draft,needs_review,machine draft
/es/use-cases/creative-product-scene,es,machine draft,needs_review,machine draft
/pt/use-cases/creative-product-scene,pt,machine draft,needs_review,machine draft
/fr/use-cases/creative-product-scene,fr,machine draft,needs_review,machine draft
/de/use-cases/creative-product-scene,de,machine draft,needs_review,machine draft
/it/use-cases/creative-product-scene,it,machine draft,needs_review,machine draft
/pl/use-cases/creative-product-scene,pl,machine draft,needs_review,machine draft
/uk/use-cases/creative-product-scene,uk,machine draft,needs_review,machine draft
/hi/use-cases/creative-product-scene,hi,machine draft,needs_review,machine draft
/id/use-cases/creative-product-scene,id,machine draft,needs_review,machine draft
/vi/use-cases/creative-product-scene,vi,machine draft,needs_review,machine draft
/zh/use-cases/creative-product-scene,zh,machine draft,needs_review,machine draft
/ru/use-cases/foto-dlya-ecommerce-kataloga,ru,complete,published,complete
/en/use-cases/ecommerce-catalog-photos,en,complete,published,complete
/kk/use-cases/ecommerce-catalog-photos,kk,machine draft,needs_review,machine draft
/ky/use-cases/ecommerce-catalog-photos,ky,machine draft,needs_review,machine draft
/uz/use-cases/ecommerce-catalog-photos,uz,machine draft,needs_review,machine draft
/tg/use-cases/ecommerce-catalog-photos,tg,machine draft,needs_review,machine draft
/tr/use-cases/ecommerce-catalog-photos,tr,machine draft,needs_review,machine draft
/az/use-cases/ecommerce-catalog-photos,az,machine draft,needs_review,machine draft
/ar/use-cases/ecommerce-catalog-photos,ar,machine draft,needs_review,machine draft
/es/use-cases/ecommerce-catalog-photos,es,machine draft,needs_review,machine draft
/pt/use-cases/ecommerce-catalog-photos,pt,machine draft,needs_review,machine draft
/fr/use-cases/ecommerce-catalog-photos,fr,machine draft,needs_review,machine draft
/de/use-cases/ecommerce-catalog-photos,de,machine draft,needs_review,machine draft
/it/use-cases/ecommerce-catalog-photos,it,machine draft,needs_review,machine draft
/pl/use-cases/ecommerce-catalog-photos,pl,machine draft,needs_review,machine draft
/uk/use-cases/ecommerce-catalog-photos,uk,machine draft,needs_review,machine draft
/hi/use-cases/ecommerce-catalog-photos,hi,machine draft,needs_review,machine draft
/id/use-cases/ecommerce-catalog-photos,id,machine draft,needs_review,machine draft
/vi/use-cases/ecommerce-catalog-photos,vi,machine draft,needs_review,machine draft
/zh/use-cases/ecommerce-catalog-photos,zh,machine draft,needs_review,machine draft
/ru/use-cases/foto-kataloga-postavshchika,ru,complete,published,complete
/en/use-cases/supplier-catalog-photos,en,complete,published,complete
/kk/use-cases/supplier-catalog-photos,kk,machine draft,needs_review,machine draft
/ky/use-cases/supplier-catalog-photos,ky,machine draft,needs_review,machine draft
/uz/use-cases/supplier-catalog-photos,uz,machine draft,needs_review,machine draft
/tg/use-cases/supplier-catalog-photos,tg,machine draft,needs_review,machine draft
/tr/use-cases/supplier-catalog-photos,tr,machine draft,needs_review,machine draft
/az/use-cases/supplier-catalog-photos,az,machine draft,needs_review,machine draft
/ar/use-cases/supplier-catalog-photos,ar,machine draft,needs_review,machine draft
/es/use-cases/supplier-catalog-photos,es,machine draft,needs_review,machine draft
/pt/use-cases/supplier-catalog-photos,pt,machine draft,needs_review,machine draft
/fr/use-cases/supplier-catalog-photos,fr,machine draft,needs_review,machine draft
/de/use-cases/supplier-catalog-photos,de,machine draft,needs_review,machine draft
/it/use-cases/supplier-catalog-photos,it,machine draft,needs_review,machine draft
/pl/use-cases/supplier-catalog-photos,pl,machine draft,needs_review,machine draft
/uk/use-cases/supplier-catalog-photos,uk,machine draft,needs_review,machine draft
/hi/use-cases/supplier-catalog-photos,hi,machine draft,needs_review,machine draft
/id/use-cases/supplier-catalog-photos,id,machine draft,needs_review,machine draft
/vi/use-cases/supplier-catalog-photos,vi,machine draft,needs_review,machine draft
/zh/use-cases/supplier-catalog-photos,zh,machine draft,needs_review,machine draft
/ru/use-cases/foto-tovarov-shouruma,ru,complete,published,complete
/en/use-cases/showroom-product-photos,en,complete,published,complete
/kk/use-cases/showroom-product-photos,kk,machine draft,needs_review,machine draft
/ky/use-cases/showroom-product-photos,ky,machine draft,needs_review,machine draft
/uz/use-cases/showroom-product-photos,uz,machine draft,needs_review,machine draft
/tg/use-cases/showroom-product-photos,tg,machine draft,needs_review,machine draft
/tr/use-cases/showroom-product-photos,tr,machine draft,needs_review,machine draft
/az/use-cases/showroom-product-photos,az,machine draft,needs_review,machine draft
/ar/use-cases/showroom-product-photos,ar,machine draft,needs_review,machine draft
/es/use-cases/showroom-product-photos,es,machine draft,needs_review,machine draft
/pt/use-cases/showroom-product-photos,pt,machine draft,needs_review,machine draft
/fr/use-cases/showroom-product-photos,fr,machine draft,needs_review,machine draft
/de/use-cases/showroom-product-photos,de,machine draft,needs_review,machine draft
/it/use-cases/showroom-product-photos,it,machine draft,needs_review,machine draft
/pl/use-cases/showroom-product-photos,pl,machine draft,needs_review,machine draft
/uk/use-cases/showroom-product-photos,uk,machine draft,needs_review,machine draft
/hi/use-cases/showroom-product-photos,hi,machine draft,needs_review,machine draft
/id/use-cases/showroom-product-photos,id,machine draft,needs_review,machine draft
/vi/use-cases/showroom-product-photos,vi,machine draft,needs_review,machine draft
/zh/use-cases/showroom-product-photos,zh,machine draft,needs_review,machine draft
/ru/use-cases/tovarnye-foto-dlya-malogo-biznesa,ru,complete,published,complete
/en/use-cases/small-business-product-photos,en,complete,published,complete
/kk/use-cases/small-business-product-photos,kk,machine draft,needs_review,machine draft
/ky/use-cases/small-business-product-photos,ky,machine draft,needs_review,machine draft
/uz/use-cases/small-business-product-photos,uz,machine draft,needs_review,machine draft
/tg/use-cases/small-business-product-photos,tg,machine draft,needs_review,machine draft
/tr/use-cases/small-business-product-photos,tr,machine draft,needs_review,machine draft
/az/use-cases/small-business-product-photos,az,machine draft,needs_review,machine draft
/ar/use-cases/small-business-product-photos,ar,machine draft,needs_review,machine draft
/es/use-cases/small-business-product-photos,es,machine draft,needs_review,machine draft
/pt/use-cases/small-business-product-photos,pt,machine draft,needs_review,machine draft
/fr/use-cases/small-business-product-photos,fr,machine draft,needs_review,machine draft
/de/use-cases/small-business-product-photos,de,machine draft,needs_review,machine draft
/it/use-cases/small-business-product-photos,it,machine draft,needs_review,machine draft
/pl/use-cases/small-business-product-photos,pl,machine draft,needs_review,machine draft
/uk/use-cases/small-business-product-photos,uk,machine draft,needs_review,machine draft
/hi/use-cases/small-business-product-photos,hi,machine draft,needs_review,machine draft
/id/use-cases/small-business-product-photos,id,machine draft,needs_review,machine draft
/vi/use-cases/small-business-product-photos,vi,machine draft,needs_review,machine draft
/zh/use-cases/small-business-product-photos,zh,machine draft,needs_review,machine draft
/ru/use-cases/workflow-kontent-menedzhera,ru,complete,published,complete
/en/use-cases/marketplace-content-manager-workflow,en,complete,published,complete
/kk/use-cases/marketplace-content-manager-workflow,kk,machine draft,needs_review,machine draft
/ky/use-cases/marketplace-content-manager-workflow,ky,machine draft,needs_review,machine draft
/uz/use-cases/marketplace-content-manager-workflow,uz,machine draft,needs_review,machine draft
/tg/use-cases/marketplace-content-manager-workflow,tg,machine draft,needs_review,machine draft
/tr/use-cases/marketplace-content-manager-workflow,tr,machine draft,needs_review,machine draft
/az/use-cases/marketplace-content-manager-workflow,az,machine draft,needs_review,machine draft
/ar/use-cases/marketplace-content-manager-workflow,ar,machine draft,needs_review,machine draft
/es/use-cases/marketplace-content-manager-workflow,es,machine draft,needs_review,machine draft
/pt/use-cases/marketplace-content-manager-workflow,pt,machine draft,needs_review,machine draft
/fr/use-cases/marketplace-content-manager-workflow,fr,machine draft,needs_review,machine draft
/de/use-cases/marketplace-content-manager-workflow,de,machine draft,needs_review,machine draft
/it/use-cases/marketplace-content-manager-workflow,it,machine draft,needs_review,machine draft
/pl/use-cases/marketplace-content-manager-workflow,pl,machine draft,needs_review,machine draft
/uk/use-cases/marketplace-content-manager-workflow,uk,machine draft,needs_review,machine draft
/hi/use-cases/marketplace-content-manager-workflow,hi,machine draft,needs_review,machine draft
/id/use-cases/marketplace-content-manager-workflow,id,machine draft,needs_review,machine draft
/vi/use-cases/marketplace-content-manager-workflow,vi,machine draft,needs_review,machine draft
/zh/use-cases/marketplace-content-manager-workflow,zh,machine draft,needs_review,machine draft
/ru/blog/ai-foto-tovarov-dlya-marketpleysov,ru,complete,published,complete
/en/blog/what-is-ai-product-photography,en,complete,published,complete
/kk/blog/what-is-ai-product-photography,kk,missing,needs_review,missing
/ky/blog/what-is-ai-product-photography,ky,missing,needs_review,missing
/uz/blog/what-is-ai-product-photography,uz,missing,needs_review,missing
/tg/blog/what-is-ai-product-photography,tg,missing,needs_review,missing
/tr/blog/what-is-ai-product-photography,tr,missing,needs_review,missing
/az/blog/what-is-ai-product-photography,az,missing,needs_review,missing
/ar/blog/what-is-ai-product-photography,ar,missing,needs_review,missing
/es/blog/what-is-ai-product-photography,es,missing,needs_review,missing
/pt/blog/what-is-ai-product-photography,pt,missing,needs_review,missing
/fr/blog/what-is-ai-product-photography,fr,missing,needs_review,missing
/de/blog/what-is-ai-product-photography,de,missing,needs_review,missing
/it/blog/what-is-ai-product-photography,it,missing,needs_review,missing
/pl/blog/what-is-ai-product-photography,pl,missing,needs_review,missing
/uk/blog/what-is-ai-product-photography,uk,missing,needs_review,missing
/hi/blog/what-is-ai-product-photography,hi,missing,needs_review,missing
/id/blog/what-is-ai-product-photography,id,missing,needs_review,missing
/vi/blog/what-is-ai-product-photography,vi,missing,needs_review,missing
/zh/blog/what-is-ai-product-photography,zh,missing,needs_review,missing
/ru/blog/kak-sdelat-foto-tovara-dlya-marketpleysa,ru,complete,published,complete
/en/blog/how-to-create-product-photos-for-a-marketplace,en,complete,published,complete
/kk/blog/how-to-create-product-photos-for-a-marketplace,kk,missing,needs_review,missing
/ky/blog/how-to-create-product-photos-for-a-marketplace,ky,missing,needs_review,missing
/uz/blog/how-to-create-product-photos-for-a-marketplace,uz,missing,needs_review,missing
/tg/blog/how-to-create-product-photos-for-a-marketplace,tg,missing,needs_review,missing
/tr/blog/how-to-create-product-photos-for-a-marketplace,tr,missing,needs_review,missing
/az/blog/how-to-create-product-photos-for-a-marketplace,az,missing,needs_review,missing
/ar/blog/how-to-create-product-photos-for-a-marketplace,ar,missing,needs_review,missing
/es/blog/how-to-create-product-photos-for-a-marketplace,es,missing,needs_review,missing
/pt/blog/how-to-create-product-photos-for-a-marketplace,pt,missing,needs_review,missing
/fr/blog/how-to-create-product-photos-for-a-marketplace,fr,missing,needs_review,missing
/de/blog/how-to-create-product-photos-for-a-marketplace,de,missing,needs_review,missing
/it/blog/how-to-create-product-photos-for-a-marketplace,it,missing,needs_review,missing
/pl/blog/how-to-create-product-photos-for-a-marketplace,pl,missing,needs_review,missing
/uk/blog/how-to-create-product-photos-for-a-marketplace,uk,missing,needs_review,missing
/hi/blog/how-to-create-product-photos-for-a-marketplace,hi,missing,needs_review,missing
/id/blog/how-to-create-product-photos-for-a-marketplace,id,missing,needs_review,missing
/vi/blog/how-to-create-product-photos-for-a-marketplace,vi,missing,needs_review,missing
/zh/blog/how-to-create-product-photos-for-a-marketplace,zh,missing,needs_review,missing
/ru/blog/kak-sdelat-belyy-fon-dlya-tovara,ru,complete,published,complete
/en/blog/how-to-make-a-white-background-for-a-product,en,complete,published,complete
/kk/blog/how-to-make-a-white-background-for-a-product,kk,missing,needs_review,missing
/ky/blog/how-to-make-a-white-background-for-a-product,ky,missing,needs_review,missing
/uz/blog/how-to-make-a-white-background-for-a-product,uz,missing,needs_review,missing
/tg/blog/how-to-make-a-white-background-for-a-product,tg,missing,needs_review,missing
/tr/blog/how-to-make-a-white-background-for-a-product,tr,missing,needs_review,missing
/az/blog/how-to-make-a-white-background-for-a-product,az,missing,needs_review,missing
/ar/blog/how-to-make-a-white-background-for-a-product,ar,missing,needs_review,missing
/es/blog/how-to-make-a-white-background-for-a-product,es,missing,needs_review,missing
/pt/blog/how-to-make-a-white-background-for-a-product,pt,missing,needs_review,missing
/fr/blog/how-to-make-a-white-background-for-a-product,fr,missing,needs_review,missing
/de/blog/how-to-make-a-white-background-for-a-product,de,missing,needs_review,missing
/it/blog/how-to-make-a-white-background-for-a-product,it,missing,needs_review,missing
/pl/blog/how-to-make-a-white-background-for-a-product,pl,missing,needs_review,missing
/uk/blog/how-to-make-a-white-background-for-a-product,uk,missing,needs_review,missing
/hi/blog/how-to-make-a-white-background-for-a-product,hi,missing,needs_review,missing
/id/blog/how-to-make-a-white-background-for-a-product,id,missing,needs_review,missing
/vi/blog/how-to-make-a-white-background-for-a-product,vi,missing,needs_review,missing
/zh/blog/how-to-make-a-white-background-for-a-product,zh,missing,needs_review,missing
/ru/blog/how-to-improve-product-photos-without-a-photographer,ru,missing,draft,missing
/en/blog/how-to-improve-product-photos-without-a-photographer,en,missing,draft,missing
/kk/blog/how-to-improve-product-photos-without-a-photographer,kk,missing,needs_review,missing
/ky/blog/how-to-improve-product-photos-without-a-photographer,ky,missing,needs_review,missing
/uz/blog/how-to-improve-product-photos-without-a-photographer,uz,missing,needs_review,missing
/tg/blog/how-to-improve-product-photos-without-a-photographer,tg,missing,needs_review,missing
/tr/blog/how-to-improve-product-photos-without-a-photographer,tr,missing,needs_review,missing
/az/blog/how-to-improve-product-photos-without-a-photographer,az,missing,needs_review,missing
/ar/blog/how-to-improve-product-photos-without-a-photographer,ar,missing,needs_review,missing
/es/blog/how-to-improve-product-photos-without-a-photographer,es,missing,needs_review,missing
/pt/blog/how-to-improve-product-photos-without-a-photographer,pt,missing,needs_review,missing
/fr/blog/how-to-improve-product-photos-without-a-photographer,fr,missing,needs_review,missing
/de/blog/how-to-improve-product-photos-without-a-photographer,de,missing,needs_review,missing
/it/blog/how-to-improve-product-photos-without-a-photographer,it,missing,needs_review,missing
/pl/blog/how-to-improve-product-photos-without-a-photographer,pl,missing,needs_review,missing
/uk/blog/how-to-improve-product-photos-without-a-photographer,uk,missing,needs_review,missing
/hi/blog/how-to-improve-product-photos-without-a-photographer,hi,missing,needs_review,missing
/id/blog/how-to-improve-product-photos-without-a-photographer,id,missing,needs_review,missing
/vi/blog/how-to-improve-product-photos-without-a-photographer,vi,missing,needs_review,missing
/zh/blog/how-to-improve-product-photos-without-a-photographer,zh,missing,needs_review,missing
/ru/blog/how-to-make-a-product-card-from-a-regular-photo,ru,missing,draft,missing
/en/blog/how-to-make-a-product-card-from-a-regular-photo,en,missing,draft,missing
/kk/blog/how-to-make-a-product-card-from-a-regular-photo,kk,missing,needs_review,missing
/ky/blog/how-to-make-a-product-card-from-a-regular-photo,ky,missing,needs_review,missing
/uz/blog/how-to-make-a-product-card-from-a-regular-photo,uz,missing,needs_review,missing
/tg/blog/how-to-make-a-product-card-from-a-regular-photo,tg,missing,needs_review,missing
/tr/blog/how-to-make-a-product-card-from-a-regular-photo,tr,missing,needs_review,missing
/az/blog/how-to-make-a-product-card-from-a-regular-photo,az,missing,needs_review,missing
/ar/blog/how-to-make-a-product-card-from-a-regular-photo,ar,missing,needs_review,missing
/es/blog/how-to-make-a-product-card-from-a-regular-photo,es,missing,needs_review,missing
/pt/blog/how-to-make-a-product-card-from-a-regular-photo,pt,missing,needs_review,missing
/fr/blog/how-to-make-a-product-card-from-a-regular-photo,fr,missing,needs_review,missing
/de/blog/how-to-make-a-product-card-from-a-regular-photo,de,missing,needs_review,missing
/it/blog/how-to-make-a-product-card-from-a-regular-photo,it,missing,needs_review,missing
/pl/blog/how-to-make-a-product-card-from-a-regular-photo,pl,missing,needs_review,missing
/uk/blog/how-to-make-a-product-card-from-a-regular-photo,uk,missing,needs_review,missing
/hi/blog/how-to-make-a-product-card-from-a-regular-photo,hi,missing,needs_review,missing
/id/blog/how-to-make-a-product-card-from-a-regular-photo,id,missing,needs_review,missing
/vi/blog/how-to-make-a-product-card-from-a-regular-photo,vi,missing,needs_review,missing
/zh/blog/how-to-make-a-product-card-from-a-regular-photo,zh,missing,needs_review,missing
/ru/blog/how-ai-helps-marketplace-sellers,ru,missing,draft,missing
/en/blog/how-ai-helps-marketplace-sellers,en,missing,draft,missing
/kk/blog/how-ai-helps-marketplace-sellers,kk,missing,needs_review,missing
/ky/blog/how-ai-helps-marketplace-sellers,ky,missing,needs_review,missing
/uz/blog/how-ai-helps-marketplace-sellers,uz,missing,needs_review,missing
/tg/blog/how-ai-helps-marketplace-sellers,tg,missing,needs_review,missing
/tr/blog/how-ai-helps-marketplace-sellers,tr,missing,needs_review,missing
/az/blog/how-ai-helps-marketplace-sellers,az,missing,needs_review,missing
/ar/blog/how-ai-helps-marketplace-sellers,ar,missing,needs_review,missing
/es/blog/how-ai-helps-marketplace-sellers,es,missing,needs_review,missing
/pt/blog/how-ai-helps-marketplace-sellers,pt,missing,needs_review,missing
/fr/blog/how-ai-helps-marketplace-sellers,fr,missing,needs_review,missing
/de/blog/how-ai-helps-marketplace-sellers,de,missing,needs_review,missing
/it/blog/how-ai-helps-marketplace-sellers,it,missing,needs_review,missing
/pl/blog/how-ai-helps-marketplace-sellers,pl,missing,needs_review,missing
/uk/blog/how-ai-helps-marketplace-sellers,uk,missing,needs_review,missing
/hi/blog/how-ai-helps-marketplace-sellers,hi,missing,needs_review,missing
/id/blog/how-ai-helps-marketplace-sellers,id,missing,needs_review,missing
/vi/blog/how-ai-helps-marketplace-sellers,vi,missing,needs_review,missing
/zh/blog/how-ai-helps-marketplace-sellers,zh,missing,needs_review,missing
/ru/blog/product-photo-mistakes-that-hurt-sales,ru,missing,draft,missing
/en/blog/product-photo-mistakes-that-hurt-sales,en,missing,draft,missing
/kk/blog/product-photo-mistakes-that-hurt-sales,kk,missing,needs_review,missing
/ky/blog/product-photo-mistakes-that-hurt-sales,ky,missing,needs_review,missing
/uz/blog/product-photo-mistakes-that-hurt-sales,uz,missing,needs_review,missing
/tg/blog/product-photo-mistakes-that-hurt-sales,tg,missing,needs_review,missing
