"id","cluster","priority","intent","locale","title","primary_keyword","slug_or_route","recommended_page_type","target_audience","related_platforms","related_use_cases","index_policy","content_status","notes"
"blog_049","formats and social","P1","how-to","ru","Как подготовить фото для Instagram","как подготовить фото для instagram","/ru/blog/topic-049","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","instagram-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_049","formats and social","P1","how-to","en","How to prepare product photos for Instagram","how to prepare product photos for instagram","/en/blog/topic-049","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","instagram-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_050","formats and social","P1","how-to","ru","Как сделать баннер товара для рекламы","как сделать баннер товара для рекламы","/ru/blog/topic-050","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_050","formats and social","P1","how-to","en","How to make a product banner for ads","how to make a product banner for ads","/en/blog/topic-050","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_051","formats and social","P1","how-to","ru","Как адаптировать фото товара под разные площадки","как адаптировать фото товара под разные площадки","/ru/blog/topic-051","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon; Etsy","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_051","formats and social","P1","how-to","en","How to adapt product photos for different platforms","how to adapt product photos for different platforms","/en/blog/topic-051","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon; Etsy","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_052","formats and social","P1","how-to","ru","Как сделать вертикальное фото товара","как сделать вертикальное фото товара","/ru/blog/topic-052","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop; TikTok Shop","instagram-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_052","formats and social","P1","how-to","en","How to make a vertical product photo","how to make a vertical product photo","/en/blog/topic-052","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop; TikTok Shop","instagram-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_053","formats and social","P1","how-to","ru","Как сделать горизонтальное фото товара","как сделать горизонтальное фото товара","/ru/blog/topic-053","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_053","formats and social","P1","how-to","en","How to make a horizontal product photo","how to make a horizontal product photo","/en/blog/topic-053","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_054","workflow / SaaS / business","P1","how-to","ru","Как продавцу быстро подготовить каталог товаров","как продавцу быстро подготовить каталог товаров","/ru/blog/topic-054","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Kaspi","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_054","workflow / SaaS / business","P1","how-to","en","How sellers can prepare a product catalog quickly","how sellers can prepare a product catalog quickly","/en/blog/topic-054","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Kaspi","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_055","workflow / SaaS / business","P1","how-to","ru","Как менеджеру маркетплейса ускорить контент","как менеджеру маркетплейса ускорить контент","/ru/blog/topic-055","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Wildberries; Ozon","marketplace-content-manager-workflow","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_055","workflow / SaaS / business","P1","how-to","en","How marketplace managers can speed up content","how marketplace managers can speed up content","/en/blog/topic-055","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Wildberries; Ozon","marketplace-content-manager-workflow","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_056","workflow / SaaS / business","P1","how-to","ru","Как шоуруму сделать фото товаров без фотографа","как шоуруму сделать фото товаров без фотографа","/ru/blog/topic-056","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop; Shopify","showroom-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_056","workflow / SaaS / business","P1","how-to","en","How a showroom can create product photos without a photographer","how a showroom can create product photos without a photographer","/en/blog/topic-056","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop; Shopify","showroom-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_057","workflow / SaaS / business","P1","how-to","ru","Как поставщику подготовить каталог для клиентов","как поставщику подготовить каталог для клиентов","/ru/blog/topic-057","blog","marketplace sellers; instagram shops; small ecommerce teams","AliExpress; Temu","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_057","workflow / SaaS / business","P1","how-to","en","How suppliers can prepare a catalog for clients","how suppliers can prepare a catalog for clients","/en/blog/topic-057","blog","marketplace sellers; instagram shops; small ecommerce teams","AliExpress; Temu","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_058","workflow / SaaS / business","P1","how-to","ru","Как малому бизнесу сделать карточки товаров","как малому бизнесу сделать карточки товаров","/ru/blog/topic-058","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Facebook Marketplace","small-business-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_058","workflow / SaaS / business","P1","how-to","en","How small businesses can create product cards","how small businesses can create product cards","/en/blog/topic-058","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Facebook Marketplace","small-business-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_059","workflow / SaaS / business","P1","informational","ru","Как сэкономить на товарной фотосъёмке","как сэкономить на товарной фотосъёмке","/ru/blog/topic-059","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_059","workflow / SaaS / business","P1","informational","en","How to reduce product photoshoot costs","how to reduce product photoshoot costs","/en/blog/topic-059","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_060","workflow / SaaS / business","P1","comparison","ru","Когда AI-фото лучше фотосессии","когда ai-фото лучше фотосессии","/ru/blog/topic-060","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_060","workflow / SaaS / business","P1","comparison","en","When AI product photos are better than a photoshoot","when ai product photos are better than a photoshoot","/en/blog/topic-060","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_061","workflow / SaaS / business","P1","comparison","ru","Когда AI-фото не подходит","когда ai-фото не подходит","/ru/blog/topic-061","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_061","workflow / SaaS / business","P1","comparison","en","When AI product photos are not a fit","when ai product photos are not a fit","/en/blog/topic-061","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_062","workflow / SaaS / business","P1","how-to","ru","Как организовать workflow товарного контента","как организовать workflow товарного контента","/ru/blog/topic-062","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Shopify","marketplace-content-manager-workflow","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_062","workflow / SaaS / business","P1","how-to","en","How to organize a product content workflow","how to organize a product content workflow","/en/blog/topic-062","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Shopify","marketplace-content-manager-workflow","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_063","workflow / SaaS / business","P1","how-to","ru","Как проверять качество AI-карточек","как проверять качество ai-карточек","/ru/blog/topic-063","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_063","workflow / SaaS / business","P1","how-to","en","How to check the quality of AI product cards","how to check the quality of ai product cards","/en/blog/topic-063","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_064","background / cleanup","P2","how-to","ru","Как удалить фон с фото товара","как удалить фон с фото товара","/ru/blog/topic-064","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_064","background / cleanup","P2","how-to","en","How to remove the background from a product photo","how to remove the background from a product photo","/en/blog/topic-064","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_065","background / cleanup","P0","how-to","ru","Как заменить фон у товара","как заменить фон у товара","/ru/blog/topic-065","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_065","background / cleanup","P0","how-to","en","How to replace a product background","how to replace a product background","/en/blog/topic-065","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_066","background / cleanup","P2","comparison","ru","Белый фон или lifestyle-сцена: что выбрать","белый фон или lifestyle-сцена: что выбрать","/ru/blog/topic-066","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy","marketplace-white-background; creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_066","background / cleanup","P2","comparison","en","White background or lifestyle scene: what to choose","white background or lifestyle scene: what to choose","/en/blog/topic-066","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy","marketplace-white-background; creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_067","background / cleanup","P0","how-to","ru","Как убрать лишние предметы с фото товара","как убрать лишние предметы с фото товара","/ru/blog/topic-067","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Kaspi","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_067","background / cleanup","P0","how-to","en","How to remove unwanted objects from a product photo","how to remove unwanted objects from a product photo","/en/blog/topic-067","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Kaspi","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_068","background / cleanup","P2","how-to","ru","Как выделить товар на фото","как выделить товар на фото","/ru/blog/topic-068","blog","marketplace sellers; instagram shops; small ecommerce teams","eBay; Amazon","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_068","background / cleanup","P2","how-to","en","How to isolate a product in a photo","how to isolate a product in a photo","/en/blog/topic-068","blog","marketplace sellers; instagram shops; small ecommerce teams","eBay; Amazon","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_069","background / cleanup","P2","how-to","ru","Как сделать фон для товара на улице","как сделать фон для товара на улице","/ru/blog/topic-069","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_069","background / cleanup","P2","how-to","en","How to create an outdoor background for a product","how to create an outdoor background for a product","/en/blog/topic-069","blog","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_070","background / cleanup","P2","how-to","ru","Как сделать студийный фон для товара","как сделать студийный фон для товара","/ru/blog/topic-070","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_070","background / cleanup","P2","how-to","en","How to create a studio background for a product","how to create a studio background for a product","/en/blog/topic-070","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_071","background / cleanup","P2","how-to","ru","Как сделать luxury-фон для товара","как сделать luxury-фон для товара","/ru/blog/topic-071","blog","marketplace sellers; instagram shops; small ecommerce teams","Etsy; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_071","background / cleanup","P2","how-to","en","How to create a luxury background for a product","how to create a luxury background for a product","/en/blog/topic-071","blog","marketplace sellers; instagram shops; small ecommerce teams","Etsy; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_072","background / cleanup","P2","how-to","ru","Как не испортить товар при замене фона","как не испортить товар при замене фона","/ru/blog/topic-072","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_072","background / cleanup","P2","how-to","en","How to avoid damaging product accuracy when changing backgrounds","how to avoid damaging product accuracy when changing backgrounds","/en/blog/topic-072","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","ai-background-replacement","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_073","background / cleanup","P2","how-to","ru","Как подготовить фото с плохим фоном","как подготовить фото с плохим фоном","/ru/blog/topic-073","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Facebook Marketplace","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_073","background / cleanup","P2","how-to","en","How to prepare a product photo with a bad background","how to prepare a product photo with a bad background","/en/blog/topic-073","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Facebook Marketplace","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_074","comparison","P0","comparison","ru","AI-фото или фотосессия: что выбрать","ai-фото или фотосессия: что выбрать","/ru/blog/topic-074","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_074","comparison","P0","comparison","en","AI product photos or a photoshoot: what to choose","ai product photos or a photoshoot: what to choose","/en/blog/topic-074","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_075","comparison","P2","comparison","ru","Product Shot или одежда на модели","product shot или одежда на модели","/ru/blog/topic-075","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Wildberries; Shopify","exact-product-card; clothing-on-model","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_075","comparison","P2","comparison","en","Product shot or clothing on model","product shot or clothing on model","/en/blog/topic-075","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Wildberries; Shopify","exact-product-card; clothing-on-model","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_076","comparison","P2","comparison","ru","Белый фон или креативная сцена","белый фон или креативная сцена","/ru/blog/topic-076","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy","marketplace-white-background; creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_076","comparison","P2","comparison","en","White background or creative scene","white background or creative scene","/en/blog/topic-076","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy","marketplace-white-background; creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_077","comparison","P2","comparison","ru","AI-модель или реальная модель","ai-модель или реальная модель","/ru/blog/topic-077","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","clothing-on-model","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_077","comparison","P2","comparison","en","AI model or real model","ai model or real model","/en/blog/topic-077","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","clothing-on-model","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_078","comparison","P2","comparison","ru","Точная карточка или креативная сцена","точная карточка или креативная сцена","/ru/blog/topic-078","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Instagram Shop","exact-product-card; creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_078","comparison","P2","comparison","en","Exact product card or creative scene","exact product card or creative scene","/en/blog/topic-078","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Instagram Shop","exact-product-card; creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_079","comparison","P2","comparison","ru","Фото товара или видео товара","фото товара или видео товара","/ru/blog/topic-079","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Ozon; TikTok Shop","product-video-from-photo","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_079","comparison","P2","comparison","en","Product photo or product video","product photo or product video","/en/blog/topic-079","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Ozon; TikTok Shop","product-video-from-photo","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_080","comparison","P2","comparison","ru","Ручное выделение товара или автоудаление фона","ручное выделение товара или автоудаление фона","/ru/blog/topic-080","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_080","comparison","P2","comparison","en","Manual product selection or automatic background removal","manual product selection or automatic background removal","/en/blog/topic-080","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Amazon","product-photo-cleanup","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_081","comparison","P2","comparison","ru","Что лучше для маркетплейса: 1:1 или 4:5","что лучше для маркетплейса: 1:1 или 4:5","/ru/blog/topic-081","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Wildberries","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_081","comparison","P2","comparison","en","What is better for marketplaces: 1:1 or 4:5","what is better for marketplaces: 1:1 or 4:5","/en/blog/topic-081","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Wildberries","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_082","comparison","P2","comparison","ru","Что лучше для Instagram: фото или Reels","что лучше для instagram: фото или reels","/ru/blog/topic-082","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","instagram-product-photos; reels-from-product-image","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_082","comparison","P2","comparison","en","What is better for Instagram: photo or Reels","what is better for instagram: photo or reels","/en/blog/topic-082","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","instagram-product-photos; reels-from-product-image","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_083","comparison","P2","informational","ru","Почему разные площадки требуют разные форматы","почему разные площадки требуют разные форматы","/ru/blog/topic-083","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy; Kaspi","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_083","comparison","P2","informational","en","Why different platforms need different formats","why different platforms need different formats","/en/blog/topic-083","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy; Kaspi","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_084","localization / international sellers","P2","informational","ru","Как продавать товары на разных маркетплейсах","как продавать товары на разных маркетплейсах","/ru/blog/topic-084","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_084","localization / international sellers","P2","informational","en","How to sell products on different marketplaces","how to sell products on different marketplaces","/en/blog/topic-084","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_085","localization / international sellers","P2","how-to","ru","Как подготовить фото товара для зарубежного рынка","как подготовить фото товара для зарубежного рынка","/ru/blog/topic-085","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_085","localization / international sellers","P2","how-to","en","How to prepare product photos for international markets","how to prepare product photos for international markets","/en/blog/topic-085","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_086","localization / international sellers","P2","how-to","ru","Как сделать каталог на нескольких языках","как сделать каталог на нескольких языках","/ru/blog/topic-086","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; AliExpress","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_086","localization / international sellers","P2","how-to","en","How to create a multilingual product catalog","how to create a multilingual product catalog","/en/blog/topic-086","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; AliExpress","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_087","localization / international sellers","P2","platform","ru","Как адаптировать карточку товара для eBay","как адаптировать карточку товара для ebay","/ru/blog/topic-087","platform page","marketplace sellers; instagram shops; small ecommerce teams","eBay","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_087","localization / international sellers","P2","platform","en","How to adapt a product card for eBay","how to adapt a product card for ebay","/en/blog/topic-087","platform page","marketplace sellers; instagram shops; small ecommerce teams","eBay","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_088","localization / international sellers","P2","platform","ru","Как адаптировать карточку товара для Amazon","как адаптировать карточку товара для amazon","/ru/blog/topic-088","platform page","marketplace sellers; instagram shops; small ecommerce teams","Amazon","marketplace-white-background","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_088","localization / international sellers","P2","platform","en","How to adapt a product card for Amazon","how to adapt a product card for amazon","/en/blog/topic-088","platform page","marketplace sellers; instagram shops; small ecommerce teams","Amazon","marketplace-white-background","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_089","localization / international sellers","P2","platform","ru","Как адаптировать фото для Etsy","как адаптировать фото для etsy","/ru/blog/topic-089","platform page","marketplace sellers; instagram shops; small ecommerce teams","Etsy","jewelry-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_089","localization / international sellers","P2","platform","en","How to adapt product photos for Etsy","how to adapt product photos for etsy","/en/blog/topic-089","platform page","marketplace sellers; instagram shops; small ecommerce teams","Etsy","jewelry-product-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_090","localization / international sellers","P2","platform","ru","Как подготовить визуал для Shopify","как подготовить визуал для shopify","/ru/blog/topic-090","platform page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_090","localization / international sellers","P2","platform","en","How to prepare visuals for Shopify","how to prepare visuals for shopify","/en/blog/topic-090","platform page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_091","localization / international sellers","P2","how-to","ru","Как сделать фото для локального маркетплейса","как сделать фото для локального маркетплейса","/ru/blog/topic-091","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Kaspi","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_091","localization / international sellers","P2","how-to","en","How to make photos for a local marketplace","how to make photos for a local marketplace","/en/blog/topic-091","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Kaspi","exact-product-card","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_092","localization / international sellers","P2","informational","ru","Как AI помогает поставщикам из СНГ","как ai помогает поставщикам из снг","/ru/blog/topic-092","blog","marketplace sellers; instagram shops; small ecommerce teams","AliExpress; Temu","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_092","localization / international sellers","P2","informational","en","How AI helps suppliers from the CIS","how ai helps suppliers from the cis","/en/blog/topic-092","blog","marketplace sellers; instagram shops; small ecommerce teams","AliExpress; Temu","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_093","localization / international sellers","P2","how-to","ru","Как сделать товарный контент для международных клиентов","как сделать товарный контент для международных клиентов","/ru/blog/topic-093","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Amazon","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_093","localization / international sellers","P2","how-to","en","How to create product content for international clients","how to create product content for international clients","/en/blog/topic-093","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Amazon","supplier-catalog-photos","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_094","AI prompt / advanced","P0","how-to","ru","Как написать prompt для товарного фото","как написать prompt для товарного фото","/ru/blog/topic-094","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_094","AI prompt / advanced","P0","how-to","en","How to write a prompt for product photography","how to write a prompt for product photography","/en/blog/topic-094","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_095","AI prompt / advanced","P2","how-to","ru","Как улучшить prompt для AI-видео","как улучшить prompt для ai-видео","/ru/blog/topic-095","blog","marketplace sellers; instagram shops; small ecommerce teams","TikTok Shop","product-video-from-photo","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
"blog_095","AI prompt / advanced","P2","how-to","en","How to improve a prompt for AI video","how to improve a prompt for ai video","/en/blog/topic-095","blog","marketplace sellers; instagram shops; small ecommerce teams","TikTok Shop","product-video-from-photo","index_when_content_ready","draft","Seed topic only; keep draft/noindex until keyword and content validation"
